"No.,""Time"",""Source"",""Destination"",""Protocol"",""Length"",""Info"""
"5151,""214.033240"",""192.168.43.122"",""142.250.4.119"",""QUIC"",""75"",""Protected Payload (KP0), DCID=a6ab9152113f46cb"""
"5152,""214.079424"",""8.8.4.4"",""192.168.43.122"",""TCP"",""54"",""443  >  57792 [ACK] Seq=8802 Ack=3293 Win=3297 Len=0"""
"5153,""214.079424"",""172.217.194.94"",""192.168.43.122"",""QUIC"",""67"",""Protected Payload (KP0)"""
"5154,""214.079424"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""68"",""Protected Payload (KP0)"""
"5155,""214.079424"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""68"",""Protected Payload (KP0)"""
"5156,""214.079424"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""98"",""Protected Payload (KP0)"""
"5157,""214.079424"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1288"",""Protected Payload (KP0)"""
"5158,""214.079424"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5159,""214.079424"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5160,""214.079424"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5161,""214.079424"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5162,""214.079424"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5163,""214.079626"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5164,""214.079942"",""192.168.43.122"",""114.125.240.18"",""QUIC"",""76"",""Protected Payload (KP0), DCID=b516e736de9a4254"""
"5165,""214.080165"",""192.168.43.122"",""114.125.240.18"",""QUIC"",""80"",""Protected Payload (KP0), DCID=b516e736de9a4254"""
"5166,""214.080871"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5167,""214.080871"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5168,""214.080871"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5169,""214.080871"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5170,""214.080871"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5171,""214.081120"",""192.168.43.122"",""114.125.240.18"",""QUIC"",""76"",""Protected Payload (KP0), DCID=b516e736de9a4254"""
"5172,""214.088503"",""192.168.43.122"",""114.125.240.18"",""QUIC"",""77"",""Protected Payload (KP0), DCID=b516e736de9a4254"""
"5173,""214.090809"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5174,""214.090809"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5175,""214.090809"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5176,""214.090809"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5177,""214.090809"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5178,""214.090809"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5179,""214.090809"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5180,""214.090809"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5181,""214.090809"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5182,""214.090809"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5183,""214.090809"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5184,""214.090809"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5185,""214.090809"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5186,""214.090809"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5187,""214.090809"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5188,""214.090809"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5189,""214.090809"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5190,""214.090809"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5191,""214.091082"",""192.168.43.122"",""114.125.240.18"",""QUIC"",""76"",""Protected Payload (KP0), DCID=b516e736de9a4254"""
"5192,""214.097557"",""192.168.43.122"",""114.125.240.18"",""QUIC"",""77"",""Protected Payload (KP0), DCID=b516e736de9a4254"""
"5193,""214.098776"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5194,""214.098776"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5195,""214.099230"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5196,""214.099230"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5197,""214.100243"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5198,""214.100974"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5199,""214.100974"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5200,""214.100974"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5201,""214.102319"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5202,""214.102319"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5203,""214.102319"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5204,""214.102319"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5205,""214.102319"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5206,""214.102730"",""192.168.43.122"",""114.125.240.18"",""QUIC"",""76"",""Protected Payload (KP0), DCID=b516e736de9a4254"""
"5207,""214.110116"",""192.168.43.122"",""114.125.240.18"",""QUIC"",""77"",""Protected Payload (KP0), DCID=b516e736de9a4254"""
"5208,""214.222003"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5209,""214.222003"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5210,""214.222003"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5211,""214.222003"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5212,""214.222003"",""142.251.12.139"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5213,""214.222003"",""142.251.12.139"",""192.168.43.122"",""QUIC"",""664"",""Protected Payload (KP0)"""
"5214,""214.222003"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5215,""214.222003"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5216,""214.222003"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5217,""214.222003"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5218,""214.222003"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5219,""214.222003"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5220,""214.222003"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5221,""214.222003"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5222,""214.222003"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5223,""214.222003"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5224,""214.222003"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5225,""214.222003"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5226,""214.222003"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5227,""214.222003"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5228,""214.222003"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5229,""214.222003"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5230,""214.222003"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5231,""214.222003"",""142.251.12.139"",""192.168.43.122"",""QUIC"",""68"",""Protected Payload (KP0)"""
"5232,""214.222003"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5233,""214.222003"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5234,""214.222003"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5235,""214.222003"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5236,""214.222003"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5237,""214.222003"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5238,""214.222003"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5239,""214.222003"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5240,""214.222238"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5241,""214.222238"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5242,""214.222238"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5243,""214.222238"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5244,""214.222238"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5245,""214.222238"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5246,""214.222612"",""192.168.43.122"",""142.251.12.139"",""QUIC"",""120"",""Handshake, DCID=64f6d197dd2c87d8"""
"5247,""214.222688"",""192.168.43.122"",""142.251.12.139"",""QUIC"",""75"",""Protected Payload (KP0), DCID=64f6d197dd2c87d8"""
"5248,""214.222800"",""192.168.43.122"",""114.125.240.18"",""QUIC"",""76"",""Protected Payload (KP0), DCID=b516e736de9a4254"""
"5249,""214.222873"",""192.168.43.122"",""114.125.240.18"",""QUIC"",""77"",""Protected Payload (KP0), DCID=b516e736de9a4254"""
"5250,""214.222953"",""192.168.43.122"",""114.125.240.18"",""QUIC"",""77"",""Protected Payload (KP0), DCID=b516e736de9a4254"""
"5251,""214.223102"",""192.168.43.122"",""142.251.12.139"",""QUIC"",""558"",""Protected Payload (KP0), DCID=64f6d197dd2c87d8"""
"5252,""214.223135"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5253,""214.223135"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5254,""214.223135"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5255,""214.223135"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5256,""214.223135"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5257,""214.223135"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5258,""214.223135"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5259,""214.223135"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""744"",""Protected Payload (KP0)"""
"5260,""214.223270"",""192.168.43.122"",""114.125.240.18"",""QUIC"",""75"",""Protected Payload (KP0), DCID=b516e736de9a4254"""
"5261,""214.229456"",""192.168.43.122"",""114.125.240.18"",""QUIC"",""75"",""Protected Payload (KP0), DCID=b516e736de9a4254"""
"5262,""214.260023"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5263,""214.260587"",""192.168.43.122"",""114.125.240.18"",""QUIC"",""76"",""Protected Payload (KP0), DCID=b516e736de9a4254"""
"5264,""214.268353"",""142.251.12.139"",""192.168.43.122"",""QUIC"",""135"",""Protected Payload (KP0)"""
"5265,""214.279360"",""142.251.12.139"",""192.168.43.122"",""QUIC"",""71"",""Protected Payload (KP0)"""
"5266,""214.279576"",""142.251.12.139"",""192.168.43.122"",""QUIC"",""1011"",""Protected Payload (KP0)"""
"5267,""214.279576"",""142.251.12.139"",""192.168.43.122"",""QUIC"",""67"",""Protected Payload (KP0)"""
"5268,""214.279767"",""192.168.43.122"",""142.251.12.139"",""QUIC"",""75"",""Protected Payload (KP0), DCID=64f6d197dd2c87d8"""
"5269,""214.279893"",""192.168.43.122"",""142.251.12.139"",""QUIC"",""77"",""Protected Payload (KP0), DCID=64f6d197dd2c87d8"""
"5270,""214.305528"",""192.168.43.122"",""142.251.12.139"",""QUIC"",""75"",""Protected Payload (KP0), DCID=64f6d197dd2c87d8"""
"5271,""214.419002"",""20.50.73.10"",""192.168.43.122"",""TCP"",""54"",""443  >  57690 [RST, ACK] Seq=4968 Ack=2210 Win=0 Len=0"""
"5272,""214.683857"",""142.251.12.139"",""192.168.43.122"",""QUIC"",""135"",""Protected Payload (KP0)"""
"5273,""214.684068"",""192.168.43.122"",""142.251.12.139"",""QUIC"",""75"",""Protected Payload (KP0), DCID=64f6d197dd2c87d8"""
"5274,""214.703710"",""192.168.43.122"",""142.251.12.139"",""QUIC"",""75"",""Protected Payload (KP0), DCID=64f6d197dd2c87d8"""
"5275,""214.753708"",""142.251.12.139"",""192.168.43.122"",""QUIC"",""67"",""Protected Payload (KP0)"""
"5276,""215.253593"",""192.168.43.122"",""142.250.4.136"",""QUIC"",""1108"",""Protected Payload (KP0), DCID=b004bd29be6dcf00"""
"5277,""215.254359"",""192.168.43.122"",""142.250.4.136"",""QUIC"",""290"",""Protected Payload (KP0), DCID=b004bd29be6dcf00"""
"5278,""215.254607"",""192.168.43.122"",""142.250.4.136"",""QUIC"",""273"",""Protected Payload (KP0), DCID=b004bd29be6dcf00"""
"5279,""215.262514"",""192.168.43.122"",""8.8.4.4"",""TLSv1.2"",""242"",""Application Data"""
"5280,""215.301909"",""8.8.4.4"",""192.168.43.122"",""TCP"",""54"",""443  >  57792 [ACK] Seq=8802 Ack=3481 Win=3344 Len=0"""
"5281,""215.320952"",""8.8.4.4"",""192.168.43.122"",""TLSv1.2"",""660"",""Application Data, Application Data"""
"5282,""215.321190"",""142.250.4.136"",""192.168.43.122"",""QUIC"",""74"",""Protected Payload (KP0)"""
"5283,""215.321190"",""142.250.4.136"",""192.168.43.122"",""QUIC"",""69"",""Protected Payload (KP0)"""
"5284,""215.321190"",""142.250.4.136"",""192.168.43.122"",""QUIC"",""76"",""Protected Payload (KP0)"""
"5285,""215.321190"",""142.250.4.136"",""192.168.43.122"",""QUIC"",""118"",""Protected Payload (KP0)"""
"5286,""215.321190"",""142.250.4.136"",""192.168.43.122"",""QUIC"",""68"",""Protected Payload (KP0)"""
"5287,""215.321529"",""192.168.43.122"",""142.250.4.136"",""QUIC"",""79"",""Protected Payload (KP0), DCID=b004bd29be6dcf00"""
"5288,""215.330913"",""142.250.4.136"",""192.168.43.122"",""QUIC"",""89"",""Protected Payload (KP0)"""
"5289,""215.331044"",""142.250.4.136"",""192.168.43.122"",""QUIC"",""68"",""Protected Payload (KP0)"""
"5290,""215.331254"",""192.168.43.122"",""142.250.4.136"",""QUIC"",""79"",""Protected Payload (KP0), DCID=b004bd29be6dcf00"""
"5291,""215.337451"",""142.250.4.136"",""192.168.43.122"",""QUIC"",""593"",""Protected Payload (KP0)"""
"5292,""215.337616"",""142.250.4.136"",""192.168.43.122"",""QUIC"",""68"",""Protected Payload (KP0)"""
"5293,""215.337741"",""192.168.43.122"",""142.250.4.136"",""QUIC"",""79"",""Protected Payload (KP0), DCID=b004bd29be6dcf00"""
"5294,""215.338287"",""192.168.43.122"",""142.250.4.136"",""QUIC"",""86"",""Protected Payload (KP0), DCID=b004bd29be6dcf00"""
"5295,""215.343439"",""192.168.43.122"",""8.8.4.4"",""TLSv1.2"",""243"",""Application Data"""
"5296,""215.372113"",""8.8.4.4"",""192.168.43.122"",""TLSv1.2"",""124"",""Application Data, Application Data"""
"5297,""215.372896"",""192.168.43.122"",""74.125.24.99"",""QUIC"",""1292"",""Initial, DCID=70838166e99863e0, PKN: 1, PING, PING, PADDING, PING, PING, CRYPTO, PADDING, PING, PADDING, PING"""
"5298,""215.373133"",""192.168.43.122"",""74.125.24.99"",""QUIC"",""121"",""0-RTT, DCID=70838166e99863e0"""
"5299,""215.373409"",""192.168.43.122"",""74.125.24.99"",""QUIC"",""1288"",""0-RTT, DCID=70838166e99863e0"""
"5300,""215.373435"",""192.168.43.122"",""74.125.24.99"",""QUIC"",""251"",""0-RTT, DCID=70838166e99863e0"""
"5301,""215.373490"",""192.168.43.122"",""8.8.4.4"",""TLSv1.2"",""93"",""Application Data"""
"5302,""215.402783"",""142.250.4.136"",""192.168.43.122"",""QUIC"",""68"",""Protected Payload (KP0)"""
"5303,""215.447135"",""8.8.4.4"",""192.168.43.122"",""TLSv1.2"",""675"",""Application Data, Application Data, Application Data"""
"5304,""215.447135"",""74.125.24.99"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5305,""215.447135"",""74.125.24.99"",""192.168.43.122"",""QUIC"",""664"",""Protected Payload (KP0)"""
"5306,""215.447135"",""74.125.24.99"",""192.168.43.122"",""QUIC"",""68"",""Protected Payload (KP0)"""
"5307,""215.447135"",""74.125.24.99"",""192.168.43.122"",""QUIC"",""67"",""Protected Payload (KP0)"""
"5308,""215.447964"",""192.168.43.122"",""74.125.24.157"",""QUIC"",""1292"",""Initial, DCID=fe842545b406afe7, PKN: 1, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, PADDING, PING, PING, CRYPTO, PING, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING, PING, PADDING, PING, PING, PING, PING, CRYPTO"""
"5309,""215.448143"",""192.168.43.122"",""74.125.24.157"",""QUIC"",""122"",""0-RTT, DCID=fe842545b406afe7"""
"5310,""215.448378"",""192.168.43.122"",""74.125.24.99"",""QUIC"",""120"",""Handshake, DCID=70838166e99863e0"""
"5311,""215.448431"",""192.168.43.122"",""74.125.24.99"",""QUIC"",""75"",""Protected Payload (KP0), DCID=70838166e99863e0"""
"5312,""215.448623"",""192.168.43.122"",""74.125.24.157"",""QUIC"",""1208"",""0-RTT, DCID=fe842545b406afe7"""
"5313,""215.474195"",""192.168.43.122"",""74.125.24.99"",""QUIC"",""75"",""Protected Payload (KP0), DCID=70838166e99863e0"""
"5314,""215.475808"",""74.125.24.99"",""192.168.43.122"",""QUIC"",""942"",""Protected Payload (KP0)"""
"5315,""215.475956"",""74.125.24.99"",""192.168.43.122"",""QUIC"",""68"",""Protected Payload (KP0)"""
"5316,""215.476222"",""192.168.43.122"",""74.125.24.99"",""QUIC"",""77"",""Protected Payload (KP0), DCID=70838166e99863e0"""
"5317,""215.477931"",""192.168.43.122"",""74.125.24.99"",""QUIC"",""83"",""Protected Payload (KP0), DCID=70838166e99863e0"""
"5318,""215.480923"",""192.168.43.122"",""8.8.4.4"",""TLSv1.2"",""243"",""Application Data"""
"5319,""215.515271"",""74.125.24.157"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5320,""215.515472"",""74.125.24.157"",""192.168.43.122"",""QUIC"",""834"",""Protected Payload (KP0)"""
"5321,""215.515472"",""74.125.24.157"",""192.168.43.122"",""QUIC"",""192"",""Protected Payload (KP0)"""
"5322,""215.515942"",""192.168.43.122"",""74.125.24.157"",""QUIC"",""120"",""Handshake, DCID=fe842545b406afe7"""
"5323,""215.516061"",""192.168.43.122"",""74.125.24.157"",""QUIC"",""75"",""Protected Payload (KP0), DCID=fe842545b406afe7"""
"5324,""215.541961"",""192.168.43.122"",""74.125.24.157"",""QUIC"",""75"",""Protected Payload (KP0), DCID=fe842545b406afe7"""
"5325,""215.581522"",""192.168.43.122"",""74.125.24.99"",""QUIC"",""148"",""Protected Payload (KP0), DCID=70838166e99863e0"""
"5326,""215.649390"",""74.125.24.157"",""192.168.43.122"",""QUIC"",""69"",""Protected Payload (KP0)"""
"5327,""215.649498"",""74.125.24.99"",""192.168.43.122"",""QUIC"",""134"",""Protected Payload (KP0)"""
"5328,""215.649498"",""8.8.4.4"",""192.168.43.122"",""TCP"",""54"",""443  >  57792 [ACK] Seq=10099 Ack=3898 Win=3448 Len=0"""
"5329,""215.649498"",""74.125.24.99"",""192.168.43.122"",""QUIC"",""67"",""Protected Payload (KP0)"""
"5330,""215.649498"",""8.8.4.4"",""192.168.43.122"",""TLSv1.2"",""137"",""Application Data"""
"5331,""215.649942"",""74.125.24.157"",""192.168.43.122"",""QUIC"",""657"",""Protected Payload (KP0)"""
"5332,""215.649942"",""74.125.24.157"",""192.168.43.122"",""QUIC"",""68"",""Protected Payload (KP0)"""
"5333,""215.649942"",""74.125.24.99"",""192.168.43.122"",""QUIC"",""69"",""Protected Payload (KP0)"""
"5334,""215.649942"",""74.125.24.157"",""192.168.43.122"",""QUIC"",""134"",""Protected Payload (KP0)"""
"5335,""215.649942"",""74.125.24.157"",""192.168.43.122"",""QUIC"",""67"",""Protected Payload (KP0)"""
"5336,""215.649942"",""74.125.24.99"",""192.168.43.122"",""QUIC"",""134"",""Protected Payload (KP0)"""
"5337,""215.650120"",""192.168.43.122"",""74.125.24.99"",""QUIC"",""75"",""Protected Payload (KP0), DCID=70838166e99863e0"""
"5338,""215.650420"",""192.168.43.122"",""74.125.24.157"",""QUIC"",""77"",""Protected Payload (KP0), DCID=fe842545b406afe7"""
"5339,""215.650496"",""192.168.43.122"",""74.125.24.157"",""QUIC"",""75"",""Protected Payload (KP0), DCID=fe842545b406afe7"""
"5340,""215.650527"",""192.168.43.122"",""74.125.24.157"",""QUIC"",""75"",""Protected Payload (KP0), DCID=fe842545b406afe7"""
"5341,""215.651352"",""192.168.43.122"",""74.125.24.157"",""QUIC"",""77"",""Protected Payload (KP0), DCID=fe842545b406afe7"""
"5342,""215.660539"",""192.168.43.122"",""74.125.24.99"",""QUIC"",""298"",""Protected Payload (KP0), DCID=70838166e99863e0"""
"5343,""215.704185"",""192.168.43.122"",""8.8.4.4"",""TCP"",""54"",""57792  >  443 [ACK] Seq=3898 Ack=10182 Win=254 Len=0"""
"5344,""215.705189"",""74.125.24.157"",""192.168.43.122"",""QUIC"",""67"",""Protected Payload (KP0)"""
"5345,""215.719549"",""74.125.24.99"",""192.168.43.122"",""QUIC"",""69"",""Protected Payload (KP0)"""
"5346,""215.732461"",""8.8.4.4"",""192.168.43.122"",""TLSv1.2"",""623"",""Application Data, Application Data, Application Data"""
"5347,""215.733418"",""192.168.43.122"",""142.250.4.94"",""QUIC"",""1292"",""Initial, DCID=acd0cc31071c8c80, PKN: 1, PING, PING, PADDING, CRYPTO, CRYPTO, PING, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, PING, PING, PADDING"""
"5348,""215.733926"",""192.168.43.122"",""142.250.4.94"",""QUIC"",""119"",""0-RTT, DCID=acd0cc31071c8c80"""
"5349,""215.734439"",""192.168.43.122"",""142.250.4.94"",""QUIC"",""1288"",""0-RTT, DCID=acd0cc31071c8c80"""
"5350,""215.734482"",""192.168.43.122"",""142.250.4.94"",""QUIC"",""186"",""0-RTT, DCID=acd0cc31071c8c80"""
"5351,""215.734560"",""192.168.43.122"",""8.8.4.4"",""TLSv1.2"",""93"",""Application Data"""
"5352,""215.744643"",""74.125.24.99"",""192.168.43.122"",""QUIC"",""431"",""Protected Payload (KP0)"""
"5353,""215.744643"",""74.125.24.99"",""192.168.43.122"",""QUIC"",""67"",""Protected Payload (KP0)"""
"5354,""215.745034"",""192.168.43.122"",""74.125.24.99"",""QUIC"",""77"",""Protected Payload (KP0), DCID=70838166e99863e0"""
"5355,""215.748178"",""192.168.43.122"",""74.125.24.99"",""QUIC"",""83"",""Protected Payload (KP0), DCID=70838166e99863e0"""
"5356,""215.748920"",""192.168.43.122"",""142.250.4.94"",""QUIC"",""230"",""0-RTT, DCID=acd0cc31071c8c80"""
"5357,""215.754251"",""74.125.24.157"",""192.168.43.122"",""QUIC"",""68"",""Protected Payload (KP0)"""
"5358,""215.781940"",""8.8.4.4"",""192.168.43.122"",""TCP"",""54"",""443  >  57792 [ACK] Seq=10751 Ack=3937 Win=3458 Len=0"""
"5359,""215.795008"",""142.250.4.94"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5360,""215.795322"",""74.125.24.99"",""192.168.43.122"",""QUIC"",""67"",""Protected Payload (KP0)"""
"5361,""215.795322"",""142.250.4.94"",""192.168.43.122"",""QUIC"",""664"",""Protected Payload (KP0)"""
"5362,""215.795322"",""142.250.4.94"",""192.168.43.122"",""QUIC"",""68"",""Protected Payload (KP0)"""
"5363,""215.795322"",""142.250.4.94"",""192.168.43.122"",""QUIC"",""67"",""Protected Payload (KP0)"""
"5364,""215.795873"",""192.168.43.122"",""142.250.4.94"",""QUIC"",""120"",""Handshake, DCID=acd0cc31071c8c80"""
"5365,""215.796096"",""192.168.43.122"",""142.250.4.94"",""QUIC"",""75"",""Protected Payload (KP0), DCID=acd0cc31071c8c80"""
"5366,""215.819512"",""142.250.4.94"",""192.168.43.122"",""QUIC"",""527"",""Protected Payload (KP0)"""
"5367,""215.819730"",""142.250.4.94"",""192.168.43.122"",""QUIC"",""67"",""Protected Payload (KP0)"""
"5368,""215.820068"",""192.168.43.122"",""142.250.4.94"",""QUIC"",""77"",""Protected Payload (KP0), DCID=acd0cc31071c8c80"""
"5369,""215.823177"",""142.250.4.94"",""192.168.43.122"",""QUIC"",""134"",""Protected Payload (KP0)"""
"5370,""215.823431"",""192.168.43.122"",""142.250.4.94"",""QUIC"",""75"",""Protected Payload (KP0), DCID=acd0cc31071c8c80"""
"5371,""215.890555"",""142.250.4.94"",""192.168.43.122"",""QUIC"",""67"",""Protected Payload (KP0)"""
"5372,""215.890555"",""142.250.4.94"",""192.168.43.122"",""QUIC"",""67"",""Protected Payload (KP0)"""
