"No.,""Time"",""Source"",""Destination"",""Protocol"",""Length"",""Info"""
"1677,""86.570979"",""13.76.154.96"",""192.168.43.122"",""TCP"",""1454"",""443  >  49672 [PSH, ACK] Seq=2801 Ack=518 Win=4716 Len=1400 [TCP segment of a reassembled PDU]"""
"1678,""86.571055"",""192.168.43.122"",""40.114.211.99"",""TCP"",""54"",""61456  >  443 [ACK] Seq=518 Ack=4201 Win=65792 Len=0"""
"1679,""86.573729"",""52.149.21.60"",""192.168.43.122"",""TCP"",""1454"",""443  >  51834 [ACK] Seq=1 Ack=518 Win=4716 Len=1400 [TCP segment of a reassembled PDU]"""
"1680,""86.573729"",""52.149.21.60"",""192.168.43.122"",""TCP"",""1454"",""443  >  51834 [ACK] Seq=1401 Ack=518 Win=4716 Len=1400 [TCP segment of a reassembled PDU]"""
"1681,""86.573782"",""192.168.43.122"",""52.149.21.60"",""TCP"",""54"",""51834  >  443 [ACK] Seq=518 Ack=2801 Win=65792 Len=0"""
"1682,""86.580924"",""192.168.43.122"",""13.76.154.96"",""TLSv1.2"",""212"",""Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"""
"1683,""86.581144"",""192.168.43.122"",""13.76.154.96"",""TCP"",""54"",""49672  >  443 [FIN, ACK] Seq=518 Ack=4201 Win=65792 Len=0"""
"1684,""86.581227"",""192.168.43.122"",""13.76.154.96"",""TLSv1.2"",""153"",""Application Data"""
"1685,""86.581422"",""192.168.43.122"",""13.76.154.96"",""TLSv1.2"",""912"",""Application Data"""
"1686,""86.581458"",""192.168.43.122"",""13.76.154.96"",""TLSv1.2"",""149"",""Application Data"""
"1687,""86.581487"",""192.168.43.122"",""13.76.154.96"",""TLSv1.2"",""199"",""Application Data"""
"1688,""86.581507"",""192.168.43.122"",""13.76.154.96"",""TLSv1.2"",""314"",""Application Data"""
"1689,""86.592123"",""52.149.21.60"",""192.168.43.122"",""TCP"",""1454"",""443  >  51834 [PSH, ACK] Seq=2801 Ack=518 Win=4716 Len=1400 [TCP segment of a reassembled PDU]"""
"1690,""86.605255"",""13.76.178.255"",""192.168.43.122"",""TCP"",""54"",""443  >  57606 [ACK] Seq=5670 Ack=775 Win=4972 Len=0"""
"1691,""86.606191"",""52.163.231.110"",""192.168.43.122"",""TCP"",""54"",""443  >  60485 [ACK] Seq=3981 Ack=1742 Win=5940 Len=0"""
"1692,""86.606191"",""168.63.232.54"",""192.168.43.122"",""TCP"",""1454"",""443  >  53950 [PSH, ACK] Seq=4201 Ack=518 Win=4716 Len=1400 [TCP segment of a reassembled PDU]"""
"1693,""86.606191"",""52.149.21.60"",""192.168.43.122"",""TCP"",""1454"",""443  >  55577 [ACK] Seq=1 Ack=518 Win=4716 Len=1400 [TCP segment of a reassembled PDU]"""
"1694,""86.606191"",""168.63.232.54"",""192.168.43.122"",""TLSv1.2"",""815"",""Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"""
"1695,""86.606191"",""52.149.21.60"",""192.168.43.122"",""TCP"",""1454"",""443  >  55577 [PSH, ACK] Seq=1401 Ack=518 Win=4716 Len=1400 [TCP segment of a reassembled PDU]"""
"1696,""86.606191"",""52.149.21.60"",""192.168.43.122"",""TCP"",""1454"",""443  >  55577 [PSH, ACK] Seq=2801 Ack=518 Win=4716 Len=1400 [TCP segment of a reassembled PDU]"""
"1697,""86.606191"",""13.76.178.255"",""192.168.43.122"",""TCP"",""54"",""443  >  57606 [ACK] Seq=5670 Ack=1878 Win=6076 Len=0"""
"1698,""86.606191"",""13.76.178.255"",""192.168.43.122"",""TLSv1.2"",""105"",""Change Cipher Spec, Encrypted Handshake Message"""
"1699,""86.606273"",""192.168.43.122"",""168.63.232.54"",""TCP"",""54"",""53950  >  443 [ACK] Seq=518 Ack=6362 Win=65792 Len=0"""
"1700,""86.606330"",""192.168.43.122"",""52.149.21.60"",""TCP"",""54"",""55577  >  443 [ACK] Seq=518 Ack=4201 Win=65792 Len=0"""
"1701,""86.606464"",""52.163.231.110"",""192.168.43.122"",""TLSv1.2"",""439"",""Application Data"""
"1702,""86.617419"",""192.168.43.122"",""168.63.232.54"",""TLSv1.2"",""212"",""Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"""
"1703,""86.628349"",""13.76.154.96"",""192.168.43.122"",""TCP"",""54"",""443  >  60484 [ACK] Seq=5700 Ack=775 Win=4972 Len=0"""
"1704,""86.628349"",""13.76.154.96"",""192.168.43.122"",""TCP"",""912"",""443  >  49672 [PSH, ACK] Seq=4201 Ack=519 Win=4716 Len=858 [TCP segment of a reassembled PDU]"""
"1705,""86.628349"",""192.229.232.200"",""192.168.43.122"",""TLSv1.3"",""876"",""Application Data, Application Data, Application Data, Application Data, Application Data"""
"1706,""86.628349"",""13.76.154.96"",""192.168.43.122"",""TLSv1.2"",""695"",""Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"""
"1707,""86.628349"",""168.63.232.54"",""192.168.43.122"",""TCP"",""1454"",""443  >  50750 [PSH, ACK] Seq=4201 Ack=518 Win=4716 Len=1400 [TCP segment of a reassembled PDU]"""
"1708,""86.628443"",""192.168.43.122"",""13.76.154.96"",""TCP"",""54"",""49672  >  443 [RST, ACK] Seq=519 Ack=5059 Win=0 Len=0"""
"1709,""86.631490"",""192.168.43.122"",""192.229.232.200"",""TLSv1.3"",""85"",""Application Data"""
"1710,""86.638398"",""192.168.43.122"",""52.149.21.60"",""TCP"",""54"",""51834  >  443 [ACK] Seq=518 Ack=4201 Win=65792 Len=0"""
"1711,""86.638423"",""168.63.232.54"",""192.168.43.122"",""TLSv1.2"",""815"",""Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"""
"1712,""86.638423"",""13.76.154.96"",""192.168.43.122"",""TCP"",""54"",""443  >  60484 [ACK] Seq=5700 Ack=1633 Win=5832 Len=0"""
"1713,""86.638423"",""13.76.154.96"",""192.168.43.122"",""TCP"",""54"",""443  >  60484 [ACK] Seq=5700 Ack=1873 Win=6072 Len=0"""
"1714,""86.638423"",""13.76.154.96"",""192.168.43.122"",""TCP"",""54"",""443  >  60484 [ACK] Seq=5700 Ack=2133 Win=6332 Len=0"""
"1715,""86.638505"",""192.168.43.122"",""168.63.232.54"",""TCP"",""54"",""50750  >  443 [ACK] Seq=518 Ack=6362 Win=65792 Len=0"""
"1716,""86.647591"",""192.168.43.122"",""168.63.232.54"",""TLSv1.2"",""212"",""Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"""
"1717,""86.648548"",""192.168.43.122"",""13.76.178.255"",""TCP"",""54"",""57606  >  443 [ACK] Seq=1878 Ack=5721 Win=65536 Len=0"""
"1718,""86.648579"",""192.168.43.122"",""52.163.231.110"",""TCP"",""54"",""60485  >  443 [ACK] Seq=1742 Ack=4366 Win=65792 Len=0"""
"1719,""86.666129"",""168.63.232.54"",""192.168.43.122"",""TCP"",""54"",""443  >  53950 [ACK] Seq=6362 Ack=676 Win=4872 Len=0"""
"1720,""86.696900"",""13.76.154.96"",""192.168.43.122"",""TLSv1.2"",""105"",""Change Cipher Spec, Encrypted Handshake Message"""
"1721,""86.697893"",""40.114.211.99"",""192.168.43.122"",""TCP"",""1454"",""443  >  61456 [PSH, ACK] Seq=4201 Ack=518 Win=4716 Len=1400 [TCP segment of a reassembled PDU]"""
"1722,""86.697893"",""192.229.232.200"",""192.168.43.122"",""TCP"",""54"",""443  >  52231 [ACK] Seq=8612 Ack=1584 Win=5780 Len=0"""
"1723,""86.697893"",""40.114.211.99"",""192.168.43.122"",""TLSv1.2"",""155"",""Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"""
"1724,""86.697942"",""192.168.43.122"",""40.114.211.99"",""TCP"",""54"",""61456  >  443 [ACK] Seq=518 Ack=5702 Win=65792 Len=0"""
"1725,""86.707640"",""192.168.43.122"",""40.114.211.99"",""TLSv1.2"",""212"",""Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"""
"1726,""86.707879"",""192.168.43.122"",""40.114.211.99"",""TLSv1.2"",""153"",""Application Data"""
"1727,""86.708058"",""192.168.43.122"",""40.114.211.99"",""TLSv1.2"",""1089"",""Application Data"""
"1728,""86.711792"",""52.149.21.60"",""192.168.43.122"",""TCP"",""1454"",""443  >  55577 [PSH, ACK] Seq=4201 Ack=518 Win=4716 Len=1400 [TCP segment of a reassembled PDU]"""
"1729,""86.712006"",""52.149.21.60"",""192.168.43.122"",""TLSv1.2"",""271"",""Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"""
"1730,""86.712040"",""192.168.43.122"",""52.149.21.60"",""TCP"",""54"",""55577  >  443 [ACK] Seq=518 Ack=5818 Win=65792 Len=0"""
"1731,""86.720714"",""192.168.43.122"",""52.149.21.60"",""TLSv1.2"",""212"",""Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"""
"1732,""86.745187"",""52.149.21.60"",""192.168.43.122"",""TCP"",""1454"",""443  >  51834 [PSH, ACK] Seq=4201 Ack=518 Win=4716 Len=1400 [TCP segment of a reassembled PDU]"""
"1733,""86.745604"",""168.63.232.54"",""192.168.43.122"",""TLSv1.2"",""105"",""Change Cipher Spec, Encrypted Handshake Message"""
"1734,""86.745604"",""52.163.231.110"",""192.168.43.122"",""TLSv1.2"",""861"",""Application Data, Application Data"""
"1735,""86.745604"",""13.76.178.255"",""192.168.43.122"",""TLSv1.2"",""355"",""Application Data, Application Data, Application Data"""
"1736,""86.745604"",""168.63.232.54"",""192.168.43.122"",""TCP"",""54"",""443  >  50750 [ACK] Seq=6362 Ack=676 Win=4872 Len=0"""
"1737,""86.746112"",""192.168.43.122"",""13.76.178.255"",""TLSv1.2"",""92"",""Application Data"""
"1738,""86.746235"",""192.168.43.122"",""168.63.232.54"",""TLSv1.2"",""1344"",""Application Data"""
"1739,""86.746668"",""168.63.232.54"",""192.168.43.122"",""TLSv1.2"",""105"",""Change Cipher Spec, Encrypted Handshake Message"""
"1740,""86.748298"",""192.168.43.122"",""13.76.154.96"",""TCP"",""54"",""60484  >  443 [ACK] Seq=2133 Ack=5751 Win=65536 Len=0"""
"1741,""86.754776"",""40.114.211.99"",""192.168.43.122"",""TCP"",""54"",""443  >  61456 [ACK] Seq=5702 Ack=775 Win=4972 Len=0"""
"1742,""86.755052"",""40.114.211.99"",""192.168.43.122"",""TCP"",""54"",""443  >  61456 [ACK] Seq=5702 Ack=1810 Win=6008 Len=0"""
"1743,""86.757900"",""52.149.21.60"",""192.168.43.122"",""TCP"",""54"",""443  >  55577 [ACK] Seq=5818 Ack=676 Win=4872 Len=0"""
"1744,""86.796916"",""192.168.43.122"",""52.149.21.60"",""TCP"",""54"",""51834  >  443 [ACK] Seq=518 Ack=5601 Win=65792 Len=0"""
"1745,""86.796972"",""192.168.43.122"",""52.163.231.110"",""TCP"",""54"",""60485  >  443 [ACK] Seq=1742 Ack=5173 Win=64768 Len=0"""
"1746,""86.796983"",""192.168.43.122"",""168.63.232.54"",""TCP"",""54"",""50750  >  443 [ACK] Seq=676 Ack=6413 Win=65536 Len=0"""
"1747,""86.796990"",""13.76.154.96"",""192.168.43.122"",""TLSv1.2"",""245"",""Application Data, Application Data, Application Data, Application Data"""
"1748,""86.796990"",""13.76.178.255"",""192.168.43.122"",""TCP"",""54"",""443  >  57606 [ACK] Seq=6022 Ack=1916 Win=6112 Len=0"""
"1749,""86.796990"",""168.63.232.54"",""192.168.43.122"",""TCP"",""54"",""443  >  53950 [ACK] Seq=6413 Ack=1966 Win=6164 Len=0"""
"1750,""86.797393"",""192.168.43.122"",""13.76.154.96"",""TLSv1.2"",""92"",""Application Data"""
"1751,""86.832903"",""168.63.232.54"",""192.168.43.122"",""TLSv1.2"",""569"",""Application Data, Application Data"""
"1752,""86.854222"",""13.76.154.96"",""192.168.43.122"",""TCP"",""54"",""443  >  60484 [ACK] Seq=5942 Ack=2171 Win=6368 Len=0"""
"1753,""86.858938"",""52.149.21.60"",""192.168.43.122"",""TLSv1.2"",""271"",""Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"""
"1754,""86.868215"",""192.168.43.122"",""52.149.21.60"",""TLSv1.2"",""212"",""Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"""
"1755,""86.875596"",""192.168.43.122"",""168.63.232.54"",""TCP"",""54"",""53950  >  443 [ACK] Seq=1966 Ack=6928 Win=65024 Len=0"""
"1756,""86.880729"",""13.76.154.96"",""192.168.43.122"",""TLSv1.2"",""213"",""Application Data"""
"1757,""86.928275"",""40.114.211.99"",""192.168.43.122"",""TLSv1.2"",""105"",""Change Cipher Spec, Encrypted Handshake Message"""
"1758,""86.928278"",""192.168.43.122"",""13.76.154.96"",""TCP"",""54"",""60484  >  443 [ACK] Seq=2171 Ack=6101 Win=65280 Len=0"""
"1759,""86.943418"",""52.149.21.60"",""192.168.43.122"",""TCP"",""54"",""443  >  51834 [ACK] Seq=5818 Ack=676 Win=4872 Len=0"""
"1760,""86.969887"",""52.149.21.60"",""192.168.43.122"",""TLSv1.2"",""105"",""Change Cipher Spec, Encrypted Handshake Message"""
"1761,""86.970386"",""192.168.43.122"",""52.149.21.60"",""TCP"",""1454"",""55577  >  443 [ACK] Seq=676 Ack=5869 Win=65536 Len=1400 [TCP segment of a reassembled PDU]"""
"1762,""86.970386"",""192.168.43.122"",""52.149.21.60"",""TLSv1.2"",""116"",""Application Data"""
"1763,""86.974024"",""192.168.43.122"",""40.114.211.99"",""TCP"",""54"",""61456  >  443 [ACK] Seq=1810 Ack=5753 Win=65536 Len=0"""
"1764,""87.022953"",""13.76.154.96"",""192.168.43.122"",""TLSv1.2"",""118"",""Application Data"""
"1765,""87.024493"",""40.114.211.99"",""192.168.43.122"",""TLSv1.2"",""123"",""Application Data"""
"1766,""87.024694"",""192.168.43.122"",""40.114.211.99"",""TLSv1.2"",""92"",""Application Data"""
"1767,""87.042909"",""52.149.21.60"",""192.168.43.122"",""TCP"",""54"",""443  >  55577 [ACK] Seq=5869 Ack=2138 Win=6336 Len=0"""
"1768,""87.054796"",""40.114.211.99"",""192.168.43.122"",""TCP"",""54"",""443  >  61456 [ACK] Seq=5822 Ack=1848 Win=6044 Len=0"""
"1769,""87.076724"",""192.168.43.122"",""13.76.154.96"",""TCP"",""54"",""60484  >  443 [ACK] Seq=2171 Ack=6165 Win=65024 Len=0"""
"1770,""87.106764"",""40.114.211.99"",""192.168.43.122"",""TLSv1.2"",""92"",""Application Data"""
"1771,""87.138637"",""52.149.21.60"",""192.168.43.122"",""TLSv1.2"",""105"",""Change Cipher Spec, Encrypted Handshake Message"""
"1772,""87.139093"",""192.168.43.122"",""52.149.21.60"",""TCP"",""1454"",""51834  >  443 [ACK] Seq=676 Ack=5869 Win=65280 Len=1400 [TCP segment of a reassembled PDU]"""
"1773,""87.139093"",""192.168.43.122"",""52.149.21.60"",""TLSv1.2"",""471"",""Application Data"""
"1774,""87.148157"",""192.168.43.122"",""40.114.211.99"",""TCP"",""54"",""61456  >  443 [ACK] Seq=1848 Ack=5860 Win=65536 Len=0"""
"1775,""87.229004"",""52.149.21.60"",""192.168.43.122"",""TCP"",""54"",""443  >  51834 [ACK] Seq=5869 Ack=2493 Win=6692 Len=0"""
"1776,""87.230130"",""40.114.211.99"",""192.168.43.122"",""TLSv1.2"",""840"",""Application Data, Application Data"""
"1777,""87.284955"",""192.168.43.122"",""40.114.211.99"",""TCP"",""54"",""61456  >  443 [ACK] Seq=1848 Ack=6646 Win=64768 Len=0"""
"1778,""87.503541"",""52.149.21.60"",""192.168.43.122"",""TCP"",""1454"",""443  >  55577 [PSH, ACK] Seq=5869 Ack=2138 Win=6336 Len=1400 [TCP segment of a reassembled PDU]"""
"1779,""87.503541"",""52.149.21.60"",""192.168.43.122"",""TLSv1.2"",""379"",""Application Data"""
"1780,""87.503541"",""52.149.21.60"",""192.168.43.122"",""TCP"",""1454"",""443  >  51834 [PSH, ACK] Seq=5869 Ack=2493 Win=6692 Len=1400 [TCP segment of a reassembled PDU]"""
"1781,""87.503541"",""52.149.21.60"",""192.168.43.122"",""TLSv1.2"",""542"",""Application Data"""
"1782,""87.503616"",""192.168.43.122"",""52.149.21.60"",""TCP"",""54"",""55577  >  443 [ACK] Seq=2138 Ack=7594 Win=65792 Len=0"""
"1783,""87.503657"",""192.168.43.122"",""52.149.21.60"",""TCP"",""54"",""51834  >  443 [ACK] Seq=2493 Ack=7757 Win=65792 Len=0"""
"1784,""87.623145"",""192.168.43.122"",""13.107.42.16"",""TLSv1.2"",""1101"",""Application Data"""
"1785,""87.623214"",""192.168.43.122"",""13.107.42.16"",""TLSv1.2"",""100"",""Application Data"""
"1786,""87.627423"",""192.168.43.122"",""13.76.178.255"",""TLSv1.2"",""186"",""Application Data"""
"1787,""87.636369"",""192.168.43.122"",""192.168.43.1"",""DNS"",""76"",""Standard query 0xaa44 A people.skype.com"""
"1788,""87.645912"",""192.168.43.122"",""13.107.3.128"",""TLSv1.2"",""800"",""Application Data"""
"1789,""87.655281"",""192.168.43.122"",""13.107.3.128"",""TLSv1.2"",""188"",""Application Data"""
"1790,""87.659343"",""192.168.43.122"",""192.168.43.1"",""DNS"",""80"",""Standard query 0x2f2c A static.asm.skype.com"""
"1791,""87.662266"",""192.168.43.122"",""192.168.43.1"",""DNS"",""77"",""Standard query 0xcc5b A api.asm.skype.com"""
"1792,""87.665080"",""192.168.43.122"",""52.149.21.60"",""TCP"",""1454"",""55577  >  443 [ACK] Seq=2138 Ack=7594 Win=65792 Len=1400 [TCP segment of a reassembled PDU]"""
"1793,""87.665080"",""192.168.43.122"",""52.149.21.60"",""TLSv1.2"",""207"",""Application Data"""
"1794,""87.665149"",""192.168.43.122"",""52.149.21.60"",""TLSv1.2"",""265"",""Application Data"""
"1795,""87.668796"",""13.76.178.255"",""192.168.43.122"",""TCP"",""54"",""443  >  57606 [ACK] Seq=6022 Ack=2048 Win=6244 Len=0"""
"1796,""87.668796"",""13.107.42.16"",""192.168.43.122"",""TCP"",""54"",""443  >  51514 [ACK] Seq=57795 Ack=2688 Win=6884 Len=0"""
"1797,""87.675305"",""192.168.43.122"",""52.149.21.60"",""TCP"",""1454"",""51834  >  443 [ACK] Seq=2493 Ack=7757 Win=65792 Len=1400 [TCP segment of a reassembled PDU]"""
"1798,""87.675305"",""192.168.43.122"",""52.149.21.60"",""TCP"",""1454"",""51834  >  443 [ACK] Seq=3893 Ack=7757 Win=65792 Len=1400 [TCP segment of a reassembled PDU]"""
"1799,""87.675305"",""192.168.43.122"",""52.149.21.60"",""TLSv1.2"",""58"",""Application Data"""
"1800,""87.675401"",""192.168.43.122"",""52.149.21.60"",""TLSv1.2"",""263"",""Application Data"""
"1801,""87.679627"",""192.168.43.122"",""52.149.21.60"",""TCP"",""54"",""55577  >  443 [FIN, ACK] Seq=3902 Ack=7594 Win=65792 Len=0"""
"1802,""87.681143"",""192.168.43.122"",""192.168.43.1"",""DNS"",""84"",""Standard query 0x63dc A prod.registrar.skype.com"""
"1803,""87.690221"",""13.107.42.16"",""192.168.43.122"",""TLSv1.2"",""100"",""Application Data"""
"1804,""87.700719"",""13.107.3.128"",""192.168.43.122"",""TCP"",""54"",""443  >  54500 [ACK] Seq=8192 Ack=3223 Win=7420 Len=0"""
"1805,""87.703442"",""192.168.43.1"",""192.168.43.122"",""DNS"",""185"",""Standard query response 0x2f2c A static.asm.skype.com CNAME static-asm-skype.trafficmanager.net CNAME ejp1-authgw-azsc.cloudapp.net A 20.48.31.18"""
"1806,""87.703585"",""13.76.178.255"",""192.168.43.122"",""TLSv1.2"",""174"",""Application Data"""
"1807,""87.704167"",""192.168.43.122"",""20.48.31.18"",""TCP"",""66"",""59703  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"""
"1808,""87.710598"",""52.149.21.60"",""192.168.43.122"",""TCP"",""54"",""443  >  51834 [ACK] Seq=7757 Ack=3893 Win=8092 Len=0"""
"1809,""87.710767"",""52.149.21.60"",""192.168.43.122"",""TCP"",""54"",""443  >  55577 [ACK] Seq=7594 Ack=3538 Win=7736 Len=0"""
"1810,""87.710767"",""52.149.21.60"",""192.168.43.122"",""TCP"",""54"",""443  >  51834 [ACK] Seq=7757 Ack=5506 Win=9704 Len=0"""
"1811,""87.710767"",""52.149.21.60"",""192.168.43.122"",""TCP"",""54"",""[TCP Dup ACK 1809#1] 443  >  55577 [ACK] Seq=7594 Ack=3538 Win=7736 Len=0"""
"1812,""87.710767"",""52.149.21.60"",""192.168.43.122"",""TCP"",""54"",""443  >  55577 [ACK] Seq=7594 Ack=3903 Win=8100 Len=0"""
"1813,""87.711388"",""192.168.43.1"",""192.168.43.122"",""DNS"",""166"",""Standard query response 0x63dc A prod.registrar.skype.com CNAME production.skype-registar.akadns.net A 13.76.2.178 A 13.76.5.24"""
"1814,""87.712174"",""192.168.43.122"",""13.76.2.178"",""TCP"",""66"",""59937  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"""
"1815,""87.728311"",""192.168.43.1"",""192.168.43.122"",""DNS"",""218"",""Standard query response 0xaa44 A people.skype.com CNAME people-service-prod.trafficmanager.net CNAME people-service-prod-asse-arm-a.southeastasia.cloudapp.azure.com A 13.76.86.220"""
"1816,""87.729167"",""192.168.43.122"",""13.76.86.220"",""TCP"",""66"",""62287  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"""
"1817,""87.733382"",""192.168.43.122"",""13.107.42.16"",""TCP"",""54"",""51514  >  443 [ACK] Seq=2688 Ack=57841 Win=64768 Len=0"""
"1818,""87.734084"",""13.76.2.178"",""192.168.43.122"",""TCP"",""66"",""443  >  59937 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=4 SACK_PERM=1"""
"1819,""87.734159"",""192.168.43.122"",""13.76.2.178"",""TCP"",""54"",""59937  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"""
"1820,""87.734714"",""192.168.43.122"",""13.76.2.178"",""TLSv1.2"",""571"",""Client Hello"""
"1821,""87.742687"",""20.48.31.18"",""192.168.43.122"",""TCP"",""66"",""443  >  59703 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=4 SACK_PERM=1"""
"1822,""87.742758"",""192.168.43.122"",""20.48.31.18"",""TCP"",""54"",""59703  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"""
"1823,""87.743258"",""192.168.43.122"",""20.48.31.18"",""TLSv1.2"",""571"",""Client Hello"""
"1824,""87.749317"",""192.168.43.122"",""13.76.178.255"",""TCP"",""54"",""57606  >  443 [ACK] Seq=2048 Ack=6142 Win=65024 Len=0"""
"1825,""87.754647"",""13.76.86.220"",""192.168.43.122"",""TCP"",""66"",""443  >  62287 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=4 SACK_PERM=1"""
"1826,""87.754757"",""192.168.43.122"",""13.76.86.220"",""TCP"",""54"",""62287  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"""
"1827,""87.755274"",""192.168.43.122"",""13.76.86.220"",""TLSv1.2"",""571"",""Client Hello"""
"1828,""87.758045"",""192.168.43.1"",""192.168.43.122"",""DNS"",""190"",""Standard query response 0xcc5b A api.asm.skype.com CNAME asm-api-prod-version-skype.trafficmanager.net CNAME eau1-api-skype.cloudapp.net A 52.114.16.106"""
"1829,""87.758975"",""192.168.43.122"",""52.114.16.106"",""TCP"",""66"",""57689  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"""
"1830,""87.771784"",""13.76.2.178"",""192.168.43.122"",""TCP"",""54"",""443  >  59937 [ACK] Seq=1 Ack=518 Win=4716 Len=0"""
"1831,""87.782735"",""20.48.31.18"",""192.168.43.122"",""TCP"",""54"",""443  >  59703 [ACK] Seq=1 Ack=518 Win=4716 Len=0"""
"1832,""87.790703"",""13.76.86.220"",""192.168.43.122"",""TCP"",""54"",""443  >  62287 [ACK] Seq=1 Ack=518 Win=4716 Len=0"""
"1833,""87.790912"",""52.114.16.106"",""192.168.43.122"",""TCP"",""66"",""443  >  57689 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=4 SACK_PERM=1"""
"1834,""87.790978"",""192.168.43.122"",""52.114.16.106"",""TCP"",""54"",""57689  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"""
